term_str,n,rank,p,i
valued,13,6161,8.752016329916008e-06,16.8019531393442
cork,13,6161,8.752016329916008e-06,16.8019531393442
peabody,13,6161,8.752016329916008e-06,16.8019531393442
drown,13,6161,8.752016329916008e-06,16.8019531393442
shawl,13,6161,8.752016329916008e-06,16.8019531393442
jinny,13,6161,8.752016329916008e-06,16.8019531393442
anchor,13,6161,8.752016329916008e-06,16.8019531393442
exposure,13,6161,8.752016329916008e-06,16.8019531393442
lindsey,13,6161,8.752016329916008e-06,16.8019531393442
1888,13,6161,8.752016329916008e-06,16.8019531393442
armament,13,6161,8.752016329916008e-06,16.8019531393442
worthless,13,6161,8.752016329916008e-06,16.8019531393442
backed,13,6161,8.752016329916008e-06,16.8019531393442
apron,13,6161,8.752016329916008e-06,16.8019531393442
superiors,13,6161,8.752016329916008e-06,16.8019531393442
stray,13,6161,8.752016329916008e-06,16.8019531393442
emergency,13,6161,8.752016329916008e-06,16.8019531393442
ripe,13,6161,8.752016329916008e-06,16.8019531393442
rawhide,13,6161,8.752016329916008e-06,16.8019531393442
incessant,13,6161,8.752016329916008e-06,16.8019531393442
dish,13,6161,8.752016329916008e-06,16.8019531393442
overwhelmed,13,6161,8.752016329916008e-06,16.8019531393442
auctioneer,13,6161,8.752016329916008e-06,16.8019531393442
dispute,13,6161,8.752016329916008e-06,16.8019531393442
surveyed,13,6161,8.752016329916008e-06,16.8019531393442
cleanseth,13,6161,8.752016329916008e-06,16.8019531393442
southerners,13,6161,8.752016329916008e-06,16.8019531393442
binney,13,6161,8.752016329916008e-06,16.8019531393442
temples,13,6161,8.752016329916008e-06,16.8019531393442
subjection,13,6161,8.752016329916008e-06,16.8019531393442
rightly,13,6161,8.752016329916008e-06,16.8019531393442
keen,13,6161,8.752016329916008e-06,16.8019531393442
potter,13,6161,8.752016329916008e-06,16.8019531393442
trick,13,6161,8.752016329916008e-06,16.8019531393442
arkansas,13,6161,8.752016329916008e-06,16.8019531393442
instrumental,13,6161,8.752016329916008e-06,16.8019531393442
wisest,13,6161,8.752016329916008e-06,16.8019531393442
abominable,13,6161,8.752016329916008e-06,16.8019531393442
deputies,13,6161,8.752016329916008e-06,16.8019531393442
epistle,13,6161,8.752016329916008e-06,16.8019531393442
blamed,13,6161,8.752016329916008e-06,16.8019531393442
peas,13,6161,8.752016329916008e-06,16.8019531393442
bitterest,13,6161,8.752016329916008e-06,16.8019531393442
russia,13,6161,8.752016329916008e-06,16.8019531393442
constantinople,13,6161,8.752016329916008e-06,16.8019531393442
appearing,13,6161,8.752016329916008e-06,16.8019531393442
buttons,13,6161,8.752016329916008e-06,16.8019531393442
18,13,6161,8.752016329916008e-06,16.8019531393442
stuff,13,6161,8.752016329916008e-06,16.8019531393442
congratulations,13,6161,8.752016329916008e-06,16.8019531393442
runs,13,6161,8.752016329916008e-06,16.8019531393442
ruthlessly,13,6161,8.752016329916008e-06,16.8019531393442
nobleman,13,6161,8.752016329916008e-06,16.8019531393442
draught,13,6161,8.752016329916008e-06,16.8019531393442
border,13,6161,8.752016329916008e-06,16.8019531393442
decidedly,13,6161,8.752016329916008e-06,16.8019531393442
forehead,13,6161,8.752016329916008e-06,16.8019531393442
accommodated,13,6161,8.752016329916008e-06,16.8019531393442
grievances,13,6161,8.752016329916008e-06,16.8019531393442
embarrassing,13,6161,8.752016329916008e-06,16.8019531393442
guarded,13,6161,8.752016329916008e-06,16.8019531393442
expired,13,6161,8.752016329916008e-06,16.8019531393442
advocated,13,6161,8.752016329916008e-06,16.8019531393442
contrived,13,6161,8.752016329916008e-06,16.8019531393442
willingness,13,6161,8.752016329916008e-06,16.8019531393442
unkind,13,6161,8.752016329916008e-06,16.8019531393442
significant,13,6161,8.752016329916008e-06,16.8019531393442
bidder,13,6161,8.752016329916008e-06,16.8019531393442
oration,13,6161,8.752016329916008e-06,16.8019531393442
avoiding,13,6161,8.752016329916008e-06,16.8019531393442
confinement,13,6161,8.752016329916008e-06,16.8019531393442
tie,13,6161,8.752016329916008e-06,16.8019531393442
incapable,13,6161,8.752016329916008e-06,16.8019531393442
statesmen,13,6161,8.752016329916008e-06,16.8019531393442
frenchman,13,6161,8.752016329916008e-06,16.8019531393442
inconvenient,13,6161,8.752016329916008e-06,16.8019531393442
whatsoever,13,6161,8.752016329916008e-06,16.8019531393442
1839,13,6161,8.752016329916008e-06,16.8019531393442
tribes,13,6161,8.752016329916008e-06,16.8019531393442
arithmetic,13,6161,8.752016329916008e-06,16.8019531393442
highway,13,6161,8.752016329916008e-06,16.8019531393442
plague,13,6161,8.752016329916008e-06,16.8019531393442
judging,13,6161,8.752016329916008e-06,16.8019531393442
pulpits,13,6161,8.752016329916008e-06,16.8019531393442
perils,13,6161,8.752016329916008e-06,16.8019531393442
coach,13,6161,8.752016329916008e-06,16.8019531393442
beneficial,13,6161,8.752016329916008e-06,16.8019531393442
edifice,13,6161,8.752016329916008e-06,16.8019531393442
compensation,13,6161,8.752016329916008e-06,16.8019531393442
trains,13,6161,8.752016329916008e-06,16.8019531393442
hounds,13,6161,8.752016329916008e-06,16.8019531393442
surpassed,13,6161,8.752016329916008e-06,16.8019531393442
suburbs,13,6161,8.752016329916008e-06,16.8019531393442
indirectly,13,6161,8.752016329916008e-06,16.8019531393442
starving,13,6161,8.752016329916008e-06,16.8019531393442
chin,13,6161,8.752016329916008e-06,16.8019531393442
v,13,6161,8.752016329916008e-06,16.8019531393442
dropping,13,6161,8.752016329916008e-06,16.8019531393442
affords,13,6161,8.752016329916008e-06,16.8019531393442
josh,13,6161,8.752016329916008e-06,16.8019531393442
mansions,13,6161,8.752016329916008e-06,16.8019531393442
solemnly,13,6161,8.752016329916008e-06,16.8019531393442
7,13,6161,8.752016329916008e-06,16.8019531393442
criticised,13,6161,8.752016329916008e-06,16.8019531393442
allude,13,6161,8.752016329916008e-06,16.8019531393442
abolished,13,6161,8.752016329916008e-06,16.8019531393442
dismiss,13,6161,8.752016329916008e-06,16.8019531393442
producing,13,6161,8.752016329916008e-06,16.8019531393442
worcester,13,6161,8.752016329916008e-06,16.8019531393442
disadvantages,13,6161,8.752016329916008e-06,16.8019531393442
fiftyfive,13,6161,8.752016329916008e-06,16.8019531393442
corporals,13,6161,8.752016329916008e-06,16.8019531393442
swell,13,6161,8.752016329916008e-06,16.8019531393442
congratulate,13,6161,8.752016329916008e-06,16.8019531393442
consists,13,6161,8.752016329916008e-06,16.8019531393442
characterized,13,6161,8.752016329916008e-06,16.8019531393442
daybreak,13,6161,8.752016329916008e-06,16.8019531393442
conn,13,6161,8.752016329916008e-06,16.8019531393442
file,13,6161,8.752016329916008e-06,16.8019531393442
whistle,13,6161,8.752016329916008e-06,16.8019531393442
proposal,13,6161,8.752016329916008e-06,16.8019531393442
gordon,13,6161,8.752016329916008e-06,16.8019531393442
complaining,13,6161,8.752016329916008e-06,16.8019531393442
animated,13,6161,8.752016329916008e-06,16.8019531393442
assailants,13,6161,8.752016329916008e-06,16.8019531393442
eighth,13,6161,8.752016329916008e-06,16.8019531393442
suppress,13,6161,8.752016329916008e-06,16.8019531393442
repulsed,13,6161,8.752016329916008e-06,16.8019531393442
drag,13,6161,8.752016329916008e-06,16.8019531393442
weeds,13,6161,8.752016329916008e-06,16.8019531393442
suggestions,13,6161,8.752016329916008e-06,16.8019531393442
powell,13,6161,8.752016329916008e-06,16.8019531393442
luxuries,13,6161,8.752016329916008e-06,16.8019531393442
redeem,13,6161,8.752016329916008e-06,16.8019531393442
fails,13,6161,8.752016329916008e-06,16.8019531393442
reside,13,6161,8.752016329916008e-06,16.8019531393442
malady,13,6161,8.752016329916008e-06,16.8019531393442
disagreeable,13,6161,8.752016329916008e-06,16.8019531393442
illustrations,13,6161,8.752016329916008e-06,16.8019531393442
quest,13,6161,8.752016329916008e-06,16.8019531393442
donations,13,6161,8.752016329916008e-06,16.8019531393442
grover,13,6161,8.752016329916008e-06,16.8019531393442
congratulated,13,6161,8.752016329916008e-06,16.8019531393442
martyr,13,6161,8.752016329916008e-06,16.8019531393442
13th,13,6161,8.752016329916008e-06,16.8019531393442
religiously,13,6161,8.752016329916008e-06,16.8019531393442
fortyfive,13,6161,8.752016329916008e-06,16.8019531393442
postmaster,13,6161,8.752016329916008e-06,16.8019531393442
oblige,13,6161,8.752016329916008e-06,16.8019531393442
interval,13,6161,8.752016329916008e-06,16.8019531393442
dashed,13,6161,8.752016329916008e-06,16.8019531393442
blocks,13,6161,8.752016329916008e-06,16.8019531393442
benevolence,13,6161,8.752016329916008e-06,16.8019531393442
flee,13,6161,8.752016329916008e-06,16.8019531393442
skilful,13,6161,8.752016329916008e-06,16.8019531393442
depression,13,6161,8.752016329916008e-06,16.8019531393442
margaret,13,6161,8.752016329916008e-06,16.8019531393442
1860,13,6161,8.752016329916008e-06,16.8019531393442
conquest,13,6161,8.752016329916008e-06,16.8019531393442
dodge,13,6161,8.752016329916008e-06,16.8019531393442
mortification,13,6161,8.752016329916008e-06,16.8019531393442
based,13,6161,8.752016329916008e-06,16.8019531393442
glow,13,6161,8.752016329916008e-06,16.8019531393442
toils,13,6161,8.752016329916008e-06,16.8019531393442
detained,13,6161,8.752016329916008e-06,16.8019531393442
mischief,13,6161,8.752016329916008e-06,16.8019531393442
bedsteads,13,6161,8.752016329916008e-06,16.8019531393442
lap,13,6161,8.752016329916008e-06,16.8019531393442
maurepas,13,6161,8.752016329916008e-06,16.8019531393442
leaf,13,6161,8.752016329916008e-06,16.8019531393442
jacob,13,6161,8.752016329916008e-06,16.8019531393442
vent,13,6161,8.752016329916008e-06,16.8019531393442
ostracism,13,6161,8.752016329916008e-06,16.8019531393442
jay,13,6161,8.752016329916008e-06,16.8019531393442
muscle,13,6161,8.752016329916008e-06,16.8019531393442
oblivion,13,6161,8.752016329916008e-06,16.8019531393442
tossed,13,6161,8.752016329916008e-06,16.8019531393442
dignify,13,6161,8.752016329916008e-06,16.8019531393442
tubman,13,6161,8.752016329916008e-06,16.8019531393442
bundle,13,6161,8.752016329916008e-06,16.8019531393442
injurious,13,6161,8.752016329916008e-06,16.8019531393442
discouraging,13,6161,8.752016329916008e-06,16.8019531393442
25th,13,6161,8.752016329916008e-06,16.8019531393442
forgetful,13,6161,8.752016329916008e-06,16.8019531393442
irons,13,6161,8.752016329916008e-06,16.8019531393442
riot,13,6161,8.752016329916008e-06,16.8019531393442
governorgeneral,13,6161,8.752016329916008e-06,16.8019531393442
isolation,13,6161,8.752016329916008e-06,16.8019531393442
offering,13,6161,8.752016329916008e-06,16.8019531393442
primitive,13,6161,8.752016329916008e-06,16.8019531393442
fiends,13,6161,8.752016329916008e-06,16.8019531393442
colonization,13,6161,8.752016329916008e-06,16.8019531393442
keeper,13,6161,8.752016329916008e-06,16.8019531393442
recite,13,6161,8.752016329916008e-06,16.8019531393442
wherein,13,6161,8.752016329916008e-06,16.8019531393442
admittance,13,6161,8.752016329916008e-06,16.8019531393442
wilbraham,13,6161,8.752016329916008e-06,16.8019531393442
telephone,13,6161,8.752016329916008e-06,16.8019531393442
houston,13,6161,8.752016329916008e-06,16.8019531393442
moderation,13,6161,8.752016329916008e-06,16.8019531393442
cherish,13,6161,8.752016329916008e-06,16.8019531393442
landlady,13,6161,8.752016329916008e-06,16.8019531393442
presumed,13,6161,8.752016329916008e-06,16.8019531393442
fireplace,13,6161,8.752016329916008e-06,16.8019531393442
replying,13,6161,8.752016329916008e-06,16.8019531393442
conclude,13,6161,8.752016329916008e-06,16.8019531393442
sweep,13,6161,8.752016329916008e-06,16.8019531393442
linen,13,6161,8.752016329916008e-06,16.8019531393442
lame,13,6161,8.752016329916008e-06,16.8019531393442
sassy,13,6161,8.752016329916008e-06,16.8019531393442
purse,13,6161,8.752016329916008e-06,16.8019531393442
solitude,13,6161,8.752016329916008e-06,16.8019531393442
22,13,6161,8.752016329916008e-06,16.8019531393442
publish,13,6161,8.752016329916008e-06,16.8019531393442
expectations,13,6161,8.752016329916008e-06,16.8019531393442
happier,13,6161,8.752016329916008e-06,16.8019531393442
royalty,13,6161,8.752016329916008e-06,16.8019531393442
argued,13,6161,8.752016329916008e-06,16.8019531393442
gazing,13,6161,8.752016329916008e-06,16.8019531393442
dine,13,6161,8.752016329916008e-06,16.8019531393442
williamson,13,6161,8.752016329916008e-06,16.8019531393442
argyll,13,6161,8.752016329916008e-06,16.8019531393442
exaggerated,13,6161,8.752016329916008e-06,16.8019531393442
demonstrate,13,6161,8.752016329916008e-06,16.8019531393442
picturesque,13,6161,8.752016329916008e-06,16.8019531393442
leeches,13,6161,8.752016329916008e-06,16.8019531393442
calabar,13,6161,8.752016329916008e-06,16.8019531393442
offense,13,6161,8.752016329916008e-06,16.8019531393442
remorse,13,6161,8.752016329916008e-06,16.8019531393442
sighed,13,6161,8.752016329916008e-06,16.8019531393442
watson,13,6161,8.752016329916008e-06,16.8019531393442
laymen,13,6161,8.752016329916008e-06,16.8019531393442
replaced,13,6161,8.752016329916008e-06,16.8019531393442
treasures,13,6161,8.752016329916008e-06,16.8019531393442
selecting,13,6161,8.752016329916008e-06,16.8019531393442
disturb,13,6161,8.752016329916008e-06,16.8019531393442
lor,13,6161,8.752016329916008e-06,16.8019531393442
garner,13,6161,8.752016329916008e-06,16.8019531393442
china,13,6161,8.752016329916008e-06,16.8019531393442
bled,13,6161,8.752016329916008e-06,16.8019531393442
directory,13,6161,8.752016329916008e-06,16.8019531393442
checked,13,6161,8.752016329916008e-06,16.8019531393442
jealousy,13,6161,8.752016329916008e-06,16.8019531393442
loudly,13,6161,8.752016329916008e-06,16.8019531393442
medium,13,6161,8.752016329916008e-06,16.8019531393442
expressing,13,6161,8.752016329916008e-06,16.8019531393442
groans,13,6161,8.752016329916008e-06,16.8019531393442
notions,13,6161,8.752016329916008e-06,16.8019531393442
mohammedan,13,6161,8.752016329916008e-06,16.8019531393442
graves,13,6161,8.752016329916008e-06,16.8019531393442
danced,13,6161,8.752016329916008e-06,16.8019531393442
scriptural,13,6161,8.752016329916008e-06,16.8019531393442
provinces,13,6161,8.752016329916008e-06,16.8019531393442
curtis,13,6161,8.752016329916008e-06,16.8019531393442
dairy,13,6161,8.752016329916008e-06,16.8019531393442
garment,13,6161,8.752016329916008e-06,16.8019531393442
amuse,13,6161,8.752016329916008e-06,16.8019531393442
flowed,13,6161,8.752016329916008e-06,16.8019531393442
leadership,13,6161,8.752016329916008e-06,16.8019531393442
fiendish,13,6161,8.752016329916008e-06,16.8019531393442
sorrowful,13,6161,8.752016329916008e-06,16.8019531393442
consulting,13,6161,8.752016329916008e-06,16.8019531393442
circle,13,6161,8.752016329916008e-06,16.8019531393442
charm,13,6161,8.752016329916008e-06,16.8019531393442
shadows,13,6161,8.752016329916008e-06,16.8019531393442
talks,13,6161,8.752016329916008e-06,16.8019531393442
justification,13,6161,8.752016329916008e-06,16.8019531393442
exert,13,6161,8.752016329916008e-06,16.8019531393442
bowden,13,6161,8.752016329916008e-06,16.8019531393442
childish,13,6161,8.752016329916008e-06,16.8019531393442
forcing,13,6161,8.752016329916008e-06,16.8019531393442
missis,13,6161,8.752016329916008e-06,16.8019531393442
timidity,13,6161,8.752016329916008e-06,16.8019531393442
impatient,13,6161,8.752016329916008e-06,16.8019531393442
advising,13,6161,8.752016329916008e-06,16.8019531393442
stavely,13,6161,8.752016329916008e-06,16.8019531393442
francs,13,6161,8.752016329916008e-06,16.8019531393442
joshua,13,6161,8.752016329916008e-06,16.8019531393442
fezzan,13,6161,8.752016329916008e-06,16.8019531393442
accordance,13,6161,8.752016329916008e-06,16.8019531393442
authorized,13,6161,8.752016329916008e-06,16.8019531393442
determine,13,6161,8.752016329916008e-06,16.8019531393442
volunteered,13,6161,8.752016329916008e-06,16.8019531393442
complained,13,6161,8.752016329916008e-06,16.8019531393442
expects,13,6161,8.752016329916008e-06,16.8019531393442
pitcher,13,6161,8.752016329916008e-06,16.8019531393442
collar,13,6161,8.752016329916008e-06,16.8019531393442
possibility,13,6161,8.752016329916008e-06,16.8019531393442
cant,13,6161,8.752016329916008e-06,16.8019531393442
continuance,13,6161,8.752016329916008e-06,16.8019531393442
defense,13,6161,8.752016329916008e-06,16.8019531393442
persevering,13,6161,8.752016329916008e-06,16.8019531393442
sufferer,13,6161,8.752016329916008e-06,16.8019531393442
brickmaking,13,6161,8.752016329916008e-06,16.8019531393442
hopkins,13,6161,8.752016329916008e-06,16.8019531393442
corruption,13,6161,8.752016329916008e-06,16.8019531393442
denounced,13,6161,8.752016329916008e-06,16.8019531393442
drinks,13,6161,8.752016329916008e-06,16.8019531393442
confused,13,6161,8.752016329916008e-06,16.8019531393442
resulting,13,6161,8.752016329916008e-06,16.8019531393442
protest,13,6161,8.752016329916008e-06,16.8019531393442
warrant,13,6161,8.752016329916008e-06,16.8019531393442
katy,13,6161,8.752016329916008e-06,16.8019531393442
foreigners,13,6161,8.752016329916008e-06,16.8019531393442
whereby,13,6161,8.752016329916008e-06,16.8019531393442
plants,13,6161,8.752016329916008e-06,16.8019531393442
1897,13,6161,8.752016329916008e-06,16.8019531393442
totally,13,6161,8.752016329916008e-06,16.8019531393442
persisted,13,6161,8.752016329916008e-06,16.8019531393442
outfit,13,6161,8.752016329916008e-06,16.8019531393442
lodgings,13,6161,8.752016329916008e-06,16.8019531393442
betsy,13,6161,8.752016329916008e-06,16.8019531393442
reigned,13,6161,8.752016329916008e-06,16.8019531393442
overlooked,12,6477,8.078784304537853e-06,16.917430356764136
whittaker,12,6477,8.078784304537853e-06,16.917430356764136
escorted,12,6477,8.078784304537853e-06,16.917430356764136
breasts,12,6477,8.078784304537853e-06,16.917430356764136
ascertained,12,6477,8.078784304537853e-06,16.917430356764136
lovett,12,6477,8.078784304537853e-06,16.917430356764136
dese,12,6477,8.078784304537853e-06,16.917430356764136
withdraw,12,6477,8.078784304537853e-06,16.917430356764136
resides,12,6477,8.078784304537853e-06,16.917430356764136
subscriptions,12,6477,8.078784304537853e-06,16.917430356764136
damage,12,6477,8.078784304537853e-06,16.917430356764136
canaan,12,6477,8.078784304537853e-06,16.917430356764136
assign,12,6477,8.078784304537853e-06,16.917430356764136
trunks,12,6477,8.078784304537853e-06,16.917430356764136
criminals,12,6477,8.078784304537853e-06,16.917430356764136
represents,12,6477,8.078784304537853e-06,16.917430356764136
consciences,12,6477,8.078784304537853e-06,16.917430356764136
paine,12,6477,8.078784304537853e-06,16.917430356764136
misfortunes,12,6477,8.078784304537853e-06,16.917430356764136
redeemer,12,6477,8.078784304537853e-06,16.917430356764136
dined,12,6477,8.078784304537853e-06,16.917430356764136
thirsty,12,6477,8.078784304537853e-06,16.917430356764136
fills,12,6477,8.078784304537853e-06,16.917430356764136
campbellites,12,6477,8.078784304537853e-06,16.917430356764136
sparkling,12,6477,8.078784304537853e-06,16.917430356764136
splendor,12,6477,8.078784304537853e-06,16.917430356764136
craft,12,6477,8.078784304537853e-06,16.917430356764136
mandra,12,6477,8.078784304537853e-06,16.917430356764136
dissatisfaction,12,6477,8.078784304537853e-06,16.917430356764136
hang,12,6477,8.078784304537853e-06,16.917430356764136
product,12,6477,8.078784304537853e-06,16.917430356764136
queer,12,6477,8.078784304537853e-06,16.917430356764136
thunder,12,6477,8.078784304537853e-06,16.917430356764136
motionless,12,6477,8.078784304537853e-06,16.917430356764136
dash,12,6477,8.078784304537853e-06,16.917430356764136
personages,12,6477,8.078784304537853e-06,16.917430356764136
sandwich,12,6477,8.078784304537853e-06,16.917430356764136
dispatches,12,6477,8.078784304537853e-06,16.917430356764136
assisting,12,6477,8.078784304537853e-06,16.917430356764136
dispatch,12,6477,8.078784304537853e-06,16.917430356764136
burdened,12,6477,8.078784304537853e-06,16.917430356764136
cain,12,6477,8.078784304537853e-06,16.917430356764136
pulling,12,6477,8.078784304537853e-06,16.917430356764136
cord,12,6477,8.078784304537853e-06,16.917430356764136
lined,12,6477,8.078784304537853e-06,16.917430356764136
indication,12,6477,8.078784304537853e-06,16.917430356764136
sunny,12,6477,8.078784304537853e-06,16.917430356764136
clause,12,6477,8.078784304537853e-06,16.917430356764136
congressman,12,6477,8.078784304537853e-06,16.917430356764136
supervision,12,6477,8.078784304537853e-06,16.917430356764136
positively,12,6477,8.078784304537853e-06,16.917430356764136
jim,12,6477,8.078784304537853e-06,16.917430356764136
brandy,12,6477,8.078784304537853e-06,16.917430356764136
bayonets,12,6477,8.078784304537853e-06,16.917430356764136
possibilities,12,6477,8.078784304537853e-06,16.917430356764136
attributed,12,6477,8.078784304537853e-06,16.917430356764136
lions,12,6477,8.078784304537853e-06,16.917430356764136
plow,12,6477,8.078784304537853e-06,16.917430356764136
theft,12,6477,8.078784304537853e-06,16.917430356764136
toast,12,6477,8.078784304537853e-06,16.917430356764136
rejected,12,6477,8.078784304537853e-06,16.917430356764136
mangled,12,6477,8.078784304537853e-06,16.917430356764136
troubling,12,6477,8.078784304537853e-06,16.917430356764136
swearing,12,6477,8.078784304537853e-06,16.917430356764136
preparatory,12,6477,8.078784304537853e-06,16.917430356764136
md,12,6477,8.078784304537853e-06,16.917430356764136
universe,12,6477,8.078784304537853e-06,16.917430356764136
cultured,12,6477,8.078784304537853e-06,16.917430356764136
reads,12,6477,8.078784304537853e-06,16.917430356764136
forgiving,12,6477,8.078784304537853e-06,16.917430356764136
pathetic,12,6477,8.078784304537853e-06,16.917430356764136
rochussen,12,6477,8.078784304537853e-06,16.917430356764136
managing,12,6477,8.078784304537853e-06,16.917430356764136
stretched,12,6477,8.078784304537853e-06,16.917430356764136
jimmy,12,6477,8.078784304537853e-06,16.917430356764136
solomon,12,6477,8.078784304537853e-06,16.917430356764136
osgood,12,6477,8.078784304537853e-06,16.917430356764136
israelites,12,6477,8.078784304537853e-06,16.917430356764136
pairs,12,6477,8.078784304537853e-06,16.917430356764136
sickly,12,6477,8.078784304537853e-06,16.917430356764136
seating,12,6477,8.078784304537853e-06,16.917430356764136
celie,12,6477,8.078784304537853e-06,16.917430356764136
concord,12,6477,8.078784304537853e-06,16.917430356764136
representations,12,6477,8.078784304537853e-06,16.917430356764136
outrages,12,6477,8.078784304537853e-06,16.917430356764136
unwise,12,6477,8.078784304537853e-06,16.917430356764136
hogs,12,6477,8.078784304537853e-06,16.917430356764136
shedding,12,6477,8.078784304537853e-06,16.917430356764136
veil,12,6477,8.078784304537853e-06,16.917430356764136
mckinney,12,6477,8.078784304537853e-06,16.917430356764136
investigate,12,6477,8.078784304537853e-06,16.917430356764136
fifteenth,12,6477,8.078784304537853e-06,16.917430356764136
generously,12,6477,8.078784304537853e-06,16.917430356764136
persecutions,12,6477,8.078784304537853e-06,16.917430356764136
plunged,12,6477,8.078784304537853e-06,16.917430356764136
1902,12,6477,8.078784304537853e-06,16.917430356764136
wont,12,6477,8.078784304537853e-06,16.917430356764136
betterment,12,6477,8.078784304537853e-06,16.917430356764136
approve,12,6477,8.078784304537853e-06,16.917430356764136
invaded,12,6477,8.078784304537853e-06,16.917430356764136
huts,12,6477,8.078784304537853e-06,16.917430356764136
bedroom,12,6477,8.078784304537853e-06,16.917430356764136
fiend,12,6477,8.078784304537853e-06,16.917430356764136
furnishing,12,6477,8.078784304537853e-06,16.917430356764136
outset,12,6477,8.078784304537853e-06,16.917430356764136
sterling,12,6477,8.078784304537853e-06,16.917430356764136
defray,12,6477,8.078784304537853e-06,16.917430356764136
lyman,12,6477,8.078784304537853e-06,16.917430356764136
painter,12,6477,8.078784304537853e-06,16.917430356764136
soundly,12,6477,8.078784304537853e-06,16.917430356764136
hearth,12,6477,8.078784304537853e-06,16.917430356764136
penitentiary,12,6477,8.078784304537853e-06,16.917430356764136
sketches,12,6477,8.078784304537853e-06,16.917430356764136
accomplishment,12,6477,8.078784304537853e-06,16.917430356764136
newark,12,6477,8.078784304537853e-06,16.917430356764136
entitle,12,6477,8.078784304537853e-06,16.917430356764136
altered,12,6477,8.078784304537853e-06,16.917430356764136
jails,12,6477,8.078784304537853e-06,16.917430356764136
offers,12,6477,8.078784304537853e-06,16.917430356764136
portrait,12,6477,8.078784304537853e-06,16.917430356764136
logs,12,6477,8.078784304537853e-06,16.917430356764136
whoever,12,6477,8.078784304537853e-06,16.917430356764136
overheard,12,6477,8.078784304537853e-06,16.917430356764136
announce,12,6477,8.078784304537853e-06,16.917430356764136
judy,12,6477,8.078784304537853e-06,16.917430356764136
instruments,12,6477,8.078784304537853e-06,16.917430356764136
envy,12,6477,8.078784304537853e-06,16.917430356764136
severed,12,6477,8.078784304537853e-06,16.917430356764136
27th,12,6477,8.078784304537853e-06,16.917430356764136
darker,12,6477,8.078784304537853e-06,16.917430356764136
bull,12,6477,8.078784304537853e-06,16.917430356764136
guards,12,6477,8.078784304537853e-06,16.917430356764136
boundless,12,6477,8.078784304537853e-06,16.917430356764136
wretchedness,12,6477,8.078784304537853e-06,16.917430356764136
treacherous,12,6477,8.078784304537853e-06,16.917430356764136
circulation,12,6477,8.078784304537853e-06,16.917430356764136
revived,12,6477,8.078784304537853e-06,16.917430356764136
controlled,12,6477,8.078784304537853e-06,16.917430356764136
apology,12,6477,8.078784304537853e-06,16.917430356764136
axe,12,6477,8.078784304537853e-06,16.917430356764136
intimation,12,6477,8.078784304537853e-06,16.917430356764136
exslave,12,6477,8.078784304537853e-06,16.917430356764136
supposing,12,6477,8.078784304537853e-06,16.917430356764136
violated,12,6477,8.078784304537853e-06,16.917430356764136
crippled,12,6477,8.078784304537853e-06,16.917430356764136
roots,12,6477,8.078784304537853e-06,16.917430356764136
fragments,12,6477,8.078784304537853e-06,16.917430356764136
dope,12,6477,8.078784304537853e-06,16.917430356764136
dig,12,6477,8.078784304537853e-06,16.917430356764136
reveille,12,6477,8.078784304537853e-06,16.917430356764136
lightfoot,12,6477,8.078784304537853e-06,16.917430356764136
overtook,12,6477,8.078784304537853e-06,16.917430356764136
lagos,12,6477,8.078784304537853e-06,16.917430356764136
balls,12,6477,8.078784304537853e-06,16.917430356764136
antiprohibition,12,6477,8.078784304537853e-06,16.917430356764136
subsequent,12,6477,8.078784304537853e-06,16.917430356764136
omar,12,6477,8.078784304537853e-06,16.917430356764136
exertions,12,6477,8.078784304537853e-06,16.917430356764136
goal,12,6477,8.078784304537853e-06,16.917430356764136
terrified,12,6477,8.078784304537853e-06,16.917430356764136
gibson,12,6477,8.078784304537853e-06,16.917430356764136
kanemy,12,6477,8.078784304537853e-06,16.917430356764136
purely,12,6477,8.078784304537853e-06,16.917430356764136
scorn,12,6477,8.078784304537853e-06,16.917430356764136
lamented,12,6477,8.078784304537853e-06,16.917430356764136
mas,12,6477,8.078784304537853e-06,16.917430356764136
spots,12,6477,8.078784304537853e-06,16.917430356764136
impediments,12,6477,8.078784304537853e-06,16.917430356764136
suspension,12,6477,8.078784304537853e-06,16.917430356764136
employing,12,6477,8.078784304537853e-06,16.917430356764136
ed,12,6477,8.078784304537853e-06,16.917430356764136
planter,12,6477,8.078784304537853e-06,16.917430356764136
shudder,12,6477,8.078784304537853e-06,16.917430356764136
renown,12,6477,8.078784304537853e-06,16.917430356764136
oxen,12,6477,8.078784304537853e-06,16.917430356764136
defenders,12,6477,8.078784304537853e-06,16.917430356764136
voters,12,6477,8.078784304537853e-06,16.917430356764136
saith,12,6477,8.078784304537853e-06,16.917430356764136
softly,12,6477,8.078784304537853e-06,16.917430356764136
hay,12,6477,8.078784304537853e-06,16.917430356764136
mackie,12,6477,8.078784304537853e-06,16.917430356764136
conception,12,6477,8.078784304537853e-06,16.917430356764136
commendation,12,6477,8.078784304537853e-06,16.917430356764136
earning,12,6477,8.078784304537853e-06,16.917430356764136
cunning,12,6477,8.078784304537853e-06,16.917430356764136
deplorable,12,6477,8.078784304537853e-06,16.917430356764136
clair,12,6477,8.078784304537853e-06,16.917430356764136
purest,12,6477,8.078784304537853e-06,16.917430356764136
